 NUMBER     AGNF50_AGN
      J              E
                      
 483078  1.900000E-002
 483079  2.100000E-002
 483089  2.700000E-002
 483115  1.100000E-002
 483133           NULL
 483135  1.300000E-002
 483186  2.590000E-001
 483230  3.000000E-003
 483264  3.900000E-002
 483280           NULL
 483345  2.500000E-002
 483392  9.100000E-002
 483436  6.100000E-002
 483451  1.800000E-002
 483459  2.500000E-002
 483509  2.000000E-002
 483582  2.000000E-003
 483598  1.500000E-002
 483602  2.000000E-002
 483606  3.000000E-003
 483614  3.400000E-002
 483629  6.000000E-003
 483670  7.000000E-003
 483673  4.680000E-001
 483676  6.000000E-003
 483678  1.000000E-003
 483696  1.900000E-002
 483704  4.200000E-002
 483733  2.600000E-002
 483740  1.100000E-002
 483755  3.500000E-002
 483777  2.140000E-001
 483780  2.600000E-002
 483790  4.100000E-002
 483804  1.000000E-003
 483818  9.000000E-003
 483836  1.400000E-002
 483847  5.100000E-002
 483880           NULL
 483955  4.200000E-002
 483983  6.000000E-003
 483984  2.240000E-001
 483992  1.170000E-001
 484008  1.120000E-001
 484085  1.000000E-003
 484120           NULL
 484128  1.480000E-001
 484133  8.000000E-003
 484175  1.560000E-001
 484191  3.600000E-002
 484232  2.100000E-002
 484281  8.000000E-003
 484404  4.000000E-003
 484414  7.000000E-003
 484421  4.000000E-002
 484446  2.600000E-002
 484461  2.500000E-002
 484480  5.000000E-003
 484537  8.700000E-002
 484560  9.000000E-003
 484567  3.000000E-003
 484570  1.100000E-002
 484571  3.300000E-002
 484577  1.600000E-002
 484584  5.900000E-002
 484618  1.600000E-002
 484625  5.100000E-002
 484656  5.500000E-002
 484686  6.900000E-002
 484698  1.900000E-002
 484701  2.100000E-002
 484706  4.100000E-002
 484734  3.500000E-002
 484741  2.000000E-002
 484798  2.000000E-003
 484830           NULL
 484867  2.700000E-002
 484883  2.000000E-003
 484892           NULL
 484922  1.400000E-002
 484953           NULL
 484969  3.000000E-003
 485001  4.000000E-003
 485004  5.500000E-002
 485019  9.600000E-002
 485040  6.100000E-002
 485084  5.600000E-002
 485100  2.230000E-001
 485106  3.150000E-001
 485123  8.200000E-002
 485131  1.200000E-002
 485161  1.900000E-002
 485165  4.000000E-003
 485172  3.000000E-003
 485239  4.200000E-002
 485248  7.000000E-003
 485259  1.280000E-001
 485277           NULL
 485281  3.000000E-003
 485322  2.250000E-001
 485333  1.400000E-001
 485345  9.700000E-002
 485349  2.800000E-002
 485355  5.500000E-002
 485359  2.900000E-002
 485388  5.700000E-002
 485396  6.100000E-002
 485406           NULL
 485430  2.500000E-002
 485441  3.850000E-001
 485519  7.000000E-003
 485521  1.040000E-001
 485532  4.000000E-003
 485550  5.180000E-001
 485578  2.600000E-002
 485605  2.140000E-001
 485697  2.000000E-002
 485715  3.400000E-002
 485743  1.100000E-002
 485744  8.000000E-003
 485749  3.200000E-002
 485776  1.400000E-002
 485791  1.000000E-002
 485792  1.570000E-001
 485794  1.450000E-001
 485802  3.400000E-002
 485803  1.500000E-002
 485817  2.400000E-002
 485842  1.500000E-002
 485895  4.800000E-002
 485918  1.900000E-002
 485927  5.600000E-002
 485951  1.700000E-002
 485953  1.300000E-002
 485985  3.680000E-001
 485994  5.010000E-001
 486016  7.100000E-002
 486044  1.080000E-001
 486067           NULL
 486080  5.000000E-003
 486087  2.850000E-001
 486110           NULL
 486210  5.400000E-002
 486220           NULL
 486230  8.000000E-003
 486280  2.400000E-002
 486287  7.000000E-003
 486291  1.490000E-001
 486296  2.000000E-003
 486377  6.930000E-001
 486391  4.000000E-002
 486400  5.200000E-002
 486418  2.200000E-002
 486474           NULL
 486523  2.500000E-002
 486540  4.000000E-003
 486552  1.300000E-002
 486569  2.800000E-002
 486577  1.000000E-002
 486633  5.600000E-002
 486689  3.000000E-002
 486736  5.000000E-003
 486762  1.340000E-001
 486768  1.190000E-001
 486785  4.210000E-001
 486939  4.900000E-002
 486942  2.160000E-001
 486944  7.100000E-002
 486962  3.800000E-002
 486971           NULL
 486988  9.500000E-002
 486997  1.000000E-003
 487085  2.000000E-003
 487113  7.400000E-002
 487160  3.490000E-001
 487165  5.000000E-003
 487170  3.100000E-002
 487176  6.500000E-002
 487185           NULL
 487204  2.700000E-002
 487214  5.000000E-003
 487243  4.000000E-003
 487248  3.100000E-002
 487254  1.130000E-001
 487270  1.710000E-001
 487353  2.500000E-002
 487406  3.700000E-002
 487411  3.200000E-002
 487465  2.900000E-002
 487475  1.100000E-002
 487507  5.100000E-002
 487536  4.000000E-002
 487543  1.700000E-002
 487555           NULL
 487611  3.100000E-002
 487715  8.400000E-002
 487731  2.600000E-001
 487767  1.800000E-002
 487818  5.560000E-001
 487826           NULL
 487846  3.600000E-002
 487875           NULL
 487918  3.000000E-003
 487926  3.100000E-002
 487928  4.600000E-002
 487932  6.250000E-001
 487933  2.580000E-001
 488013  2.000000E-002
 488041  4.600000E-002
 488047  1.300000E-002
 488071           NULL
 488132  2.640000E-001
 488140  6.400000E-002
 488149  1.170000E-001
 488169  1.000000E-002
 488204  3.000000E-003
 488240  2.600000E-002
 488251  2.100000E-002
 488258  8.100000E-002
 488267  1.980000E-001
 488308  3.600000E-002
 488342  8.800000E-002
 488374  4.800000E-002
 488383  5.000000E-003
 488444  1.600000E-002
 488454  3.500000E-002
 488457  1.930000E-001
 488467  6.400000E-002
 488479  2.800000E-002
 488489  3.300000E-002
 488542  3.300000E-002
 488560  5.900000E-002
 488595  8.700000E-002
 488629  1.260000E-001
 488658  5.700000E-002
 488718  2.600000E-002
 488750  8.500000E-002
 488762  7.600000E-002
 488822  2.000000E-003
 488835  2.000000E-003
 488849  7.000000E-003
 488857  2.000000E-003
 488894  1.500000E-002
 488903  5.900000E-002
 488962  3.000000E-003
 488967  3.000000E-003
 488973  8.000000E-001
 489030  2.700000E-002
 489034  2.500000E-002
 489071  2.000000E-002
 489122  1.800000E-002
 489142  2.200000E-002
 489154  4.000000E-003
 489243  7.100000E-002
 489255  4.200000E-002
 489323  4.400000E-002
 489339  2.800000E-002
 489348  3.500000E-002
 489390  2.070000E-001
 489401  5.000000E-003
 489474           NULL
 489491           NULL
 489519  6.000000E-003
 489564  1.000000E-003
 489577  1.200000E-002
 489578  1.000000E-002
 489594  1.200000E-002
 489597  4.200000E-002
 489691  3.000000E-003
 489695  2.000000E-003
 489709  2.550000E-001
 489789  1.260000E-001
 489792  6.000000E-003
 489823  9.100000E-002
 489836  1.000000E-003
 489858  3.000000E-003
 489937  6.600000E-002
 489976  2.950000E-001
 490038           NULL
 490066  9.000000E-003
 490099  2.300000E-002
 490104  2.000000E-003
 490117  1.170000E-001
 490132  2.700000E-002
 490165  1.640000E-001
 490179  7.000000E-003
 490234  4.000000E-002
 490254  1.400000E-002
 490272  2.780000E-001
 490313  4.120000E-001
 490371  1.700000E-002
 490392  1.300000E-002
 490398  8.000000E-003
 490403  1.200000E-002
 490412  2.100000E-002
 490414  1.000000E-003
 490485  1.500000E-002
 490488  3.000000E-003
 490508  4.000000E-003
 490573  2.000000E-002
 490582  1.970000E-001
 490613  6.200000E-002
 490625  2.140000E-001
 490692           NULL
 490705  2.000000E-002
 490719  1.900000E-002
 490762  1.400000E-002
 490807  1.930000E-001
 490835  7.900000E-002
 490836  3.000000E-003
 490852  5.900000E-002
 490876  3.150000E-001
 490890  2.290000E-001
 490901  4.000000E-003
 490951  6.700000E-002
 490960  1.600000E-002
 490963  8.300000E-002
 490972  6.000000E-003
 491002  4.000000E-003
 491017  7.300000E-002
 491035  8.900000E-002
 491043  2.220000E-001
 491062  6.200000E-002
 491067           NULL
 491078  6.900000E-002
 491149  1.100000E-002
 491150  6.000000E-003
 491157  1.170000E-001
 491159  1.000000E-002
 491281  1.100000E-002
 491297  2.300000E-002
 491321  2.300000E-002
 491375  3.300000E-002
 491424  1.600000E-002
 491443           NULL
 491472  1.440000E-001
 491479  1.740000E-001
 491512  5.100000E-002
 491523  1.090000E-001
 491588  1.410000E-001
 491615  5.400000E-002
 491628  8.000000E-003
 491658  8.850000E-001
 491681  2.020000E-001
 491713  4.600000E-002
 491737  3.000000E-003
 491739  1.400000E-002
 491740  1.800000E-002
 491747  2.200000E-002
 491763  1.700000E-002
 491792  6.000000E-003
 491819           NULL
 491843           NULL
 491852  1.870000E-001
 491899  2.000000E-002
 491912  2.300000E-002
 491935  2.600000E-002
 491950  3.100000E-002
 492015           NULL
 492043  9.500000E-002
 492051  1.160000E-001
 492067           NULL
 492071  1.000000E-003
 492103  2.700000E-002
 492110  1.420000E-001
 492117  9.000000E-002
 492137  4.840000E-001
 492156  2.830000E-001
 492157  3.000000E-003
 492181  1.300000E-002
 492224  8.100000E-002
 492241  1.200000E-002
 492242  3.900000E-002
 492250  1.650000E-001
 492251  4.000000E-003
 492286  5.010000E-001
 492330  1.000000E-002
 492361  1.700000E-002
 492381  6.700000E-002
 492412  3.000000E-003
 492418  6.000000E-002
 492431  1.600000E-002
 492436  7.900000E-002
 492445  4.000000E-002
 492453  7.000000E-003
 492458  1.000000E-003
 492460  5.600000E-002
 492463  1.700000E-001
 492474  1.000000E-002
 492512  8.000000E-003
 492514  7.000000E-003
 492523  1.940000E-001
 492525           NULL
 492591  9.000000E-003
 492645  7.000000E-003
 492674  1.500000E-002
 492719  7.100000E-002
 492721  8.200000E-002
 492760  1.940000E-001
 492768  3.900000E-002
 492785  2.320000E-001
 492816  4.000000E-002
 492856  8.000000E-002
 492881  3.700000E-002
 492902  6.000000E-003
 492936  6.300000E-002
 492974  6.000000E-003
 492981  1.210000E-001
 492983  1.200000E-002
 493021  8.600000E-002
 493035  5.500000E-002
 493047  3.000000E-003
 493094  2.500000E-002
 493132  1.970000E-001
 493151  4.000000E-003
 493154  6.000000E-003
 493167  7.000000E-003
 493195  2.120000E-001
 493237  1.100000E-002
 493239  6.600000E-002
 493243  2.100000E-002
 493267  1.400000E-002
 493292  2.300000E-002
 493310  9.000000E-003
 493314  2.060000E-001
 493339  4.280000E-001
 493376  2.000000E-003
 493389  6.000000E-003
 493481  1.200000E-002
 493511  1.000000E-002
 493525  1.100000E-002
 493550  2.900000E-002
 493568           NULL
 493603  2.600000E-002
 493684  4.600000E-002
 493717  3.700000E-002
 493764  1.600000E-002
 493784  3.500000E-002
 493794  1.400000E-002
 493812  4.000000E-003
 493819  1.290000E-001
 493847  2.040000E-001
 493869  7.500000E-002
 493885  2.110000E-001
 493898  9.600000E-002
 493916  1.600000E-002
 493935  8.000000E-003
 493985  1.900000E-002
 493989  8.000000E-003
 493994           NULL
 494016  8.000000E-003
 494025  7.000000E-003
 494071  5.000000E-003
 494133  4.300000E-002
 494162  1.500000E-002
 494175           NULL
 494204  2.900000E-002
 494211  1.400000E-002
 494226  8.500000E-002
 494234  1.470000E-001
 494247           NULL
 494251  1.400000E-002
 494262  2.100000E-002
 494267  3.000000E-003
 494326  5.500000E-002
 494328  1.250000E-001
 494404  1.890000E-001
 494449  1.750000E-001
 494454  1.900000E-002
 494458  9.600000E-002
 494510  3.300000E-002
 494518  7.000000E-003
 494526  5.000000E-003
 494562  1.800000E-002
 494577           NULL
 494601  8.000000E-003
 494619           NULL
 494627  2.070000E-001
 494636  3.400000E-002
 494684  6.500000E-002
 494732  4.100000E-002
 494757  1.000000E-002
 494760  2.500000E-002
 494761  1.010000E-001
 494846  2.700000E-001
 494876  8.100000E-002
 494897  1.000000E-003
 494918  1.000000E-003
 494985  1.000000E-003
 495008  4.300000E-002
 495045  2.700000E-002
 495069  4.500000E-002
 495207  3.000000E-003
 495291  1.300000E-002
 495303           NULL
 495324           NULL
 495325  3.000000E-003
 495362  1.130000E-001
 495472  6.000000E-003
 495479  8.700000E-002
 495485  5.200000E-002
 495496  1.900000E-002
 495500  2.300000E-002
 495537  3.000000E-003
 495567  8.000000E-003
 495575  7.300000E-002
 495704  1.000000E-002
 495709  2.300000E-002
 495722  1.160000E-001
 495752  1.800000E-002
 495759  1.400000E-002
 495771  5.300000E-002
 495782  5.000000E-003
 495796  1.370000E-001
 495799  5.000000E-003
 495801  7.900000E-002
 495826           NULL
 495860  1.800000E-002
 495894  2.000000E-002
 495922  5.000000E-003
 495938  2.000000E-003
 495949           NULL
 495961  1.000000E-002
 495962  3.600000E-002
 495968  5.220000E-001
 496064  2.000000E-003
 496065  3.700000E-002
 496078  1.360000E-001
 496096  3.200000E-002
 496101  7.900000E-002
 496150  8.690000E-001
 496215  2.360000E-001
 496219  4.300000E-002
 496253  3.090000E-001
 496281  7.000000E-003
 496298  3.200000E-002
 496318  3.000000E-003
 496323  2.100000E-002
 496324  6.200000E-002
 496330           NULL
 496351  2.100000E-002
 496373  1.600000E-002
 496398  6.800000E-002
 496405  5.900000E-002
 496430  1.700000E-002
 496431  1.550000E-001
 496437  1.200000E-002
 496439  9.000000E-003
 496461  6.200000E-002
 496500  1.300000E-002
 496585  3.000000E-003
 496615  1.580000E-001
 496617  5.300000E-002
 496687  3.400000E-002
 496707  8.000000E-003
 496748  2.300000E-002
 496760  1.500000E-002
 496771           NULL
 496789  1.010000E-001
 496797  5.300000E-002
 496859           NULL
 496861  1.830000E-001
 496892  1.700000E-002
 496909  7.600000E-002
 496915           NULL
 496922  2.100000E-002
 496942  1.900000E-002
 496967  5.300000E-002
 496972  5.500000E-002
 496984           NULL
 496985           NULL
 496988           NULL
 497022  1.130000E-001
 497029  3.200000E-002
 497039  1.710000E-001
 497061  1.500000E-002
 497097  5.000000E-003
 497112  1.100000E-002
 497137  4.000000E-003
 497149  3.000000E-002
 497177  2.900000E-002
 497183  1.300000E-002
 497235  3.600000E-002
 497248  3.000000E-003
 497287  4.300000E-002
 497291  1.000000E-003
 497311  2.000000E-003
 497323  7.600000E-002
 497332  2.200000E-002
 497366  2.400000E-002
 497376  3.100000E-002
 497397           NULL
 497422  4.900000E-002
 497434  1.600000E-002
 497441  3.700000E-002
 497497  2.700000E-002
 497536  8.000000E-003
 497543  5.570000E-001
 497562  1.000000E-002
 497576  3.100000E-002
 497587  1.100000E-002
 497590  2.000000E-003
 497629  2.590000E-001
 497660  3.300000E-002
 497663  1.200000E-002
 497675  4.500000E-002
 497683  1.200000E-002
 497687  6.900000E-002
 497689  6.980000E-001
 497719  2.300000E-002
 497781  1.200000E-002
 497800  6.000000E-003
 497825  4.000000E-003
 497834  4.000000E-003
 497845  3.100000E-002
 497861  6.600000E-002
 497885  7.100000E-002
 497897  3.400000E-002
 497914  1.890000E-001
 497971  7.100000E-002
 497974  2.400000E-002
 497992  9.000000E-003
 497993  1.540000E-001
 498025  1.800000E-002
 498035  1.500000E-002
 498060  3.100000E-002
 498070  4.400000E-002
 498072  7.000000E-003
 498076  8.000000E-003
 498098  1.280000E-001
 498101  4.000000E-003
 498127  6.000000E-003
 498161  1.700000E-002
 498178  2.270000E-001
 498201  8.000000E-003
 498242  1.200000E-002
 498248           NULL
 498262  7.100000E-002
 498306  2.310000E-001
 498324  4.000000E-003
 498338  1.120000E-001
 498351           NULL
 498380  4.330000E-001
 498383  3.400000E-002
 498388  1.900000E-002
 498404  5.100000E-002
 498469  1.500000E-002
 498515  2.100000E-001
 498524  1.600000E-002
 498557  5.000000E-003
 498569           NULL
 498573  1.200000E-002
 498577  5.400000E-002
 498586  1.200000E-002
 498590  4.700000E-002
 498633  8.000000E-003
 498664  8.000000E-003
 498680  2.300000E-002
 498692  9.000000E-003
 498761  2.100000E-002
 498764  3.000000E-003
 498766  6.400000E-002
 498848  1.540000E-001
 498859  4.210000E-001
 498973  1.000000E-001
 498991  9.800000E-002
 498997  4.000000E-002
 499004           NULL
 499006  4.100000E-002
 499126  3.100000E-002
 499131  2.600000E-002
 499190  6.400000E-001
 499197  3.000000E-003
 499238  5.000000E-003
 499247           NULL
 499249  1.500000E-002
 499252  5.000000E-002
